timestamp,sending_address,receiving_address,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,risk_score,anomaly,age_group,purchase_pattern
1789239129,0x29a480fc012f0cfa035166215a7252c807050d79,0x16db9a969c1f11fae57c5fc5f48473ab5cc80af6,1141.23,transfer,Asia,148.206,1,9,88.31,high_risk,established,high_value
1789280016,0xc4e01d35b4f0b58e102e5fa8af55ee0c19871757,0x9ade8a017449aa618c0d53c0c20b4c659e1b1c8b,2691.58,sale,Africa,67.93,5,41,56.42,high_risk,established,focused
1789254421,0xe453c135af6d712e3b09acb71b450a0ffb22c3eb,0xbc695525f984a8c1d5e12e7e47df0f1b2e277c4c,644.56,sale,Europe,34.79,2,45,13.02,low_risk,new,focused
1789257496,0x10bc7d67598eb241ab030e2328b2d5db62d5173a,0x9d06efcb94132a909df1cad7d31f93a91fcfe9a6,3509.73,scam,South America,42.112,8,14,68.49,high_risk,established,focused
1789290794,0x196950e28462b95aa560015706be01d81cde092c,0x598bd80bb15a810029de816ea466b9adf161ad3d,3799.56,transfer,North America,57.242,6,5,86.97,moderate_risk,established,focused
1789253070,0x70c107d633c5eea2e4104fab4e66670748a374cb,0xa0a31d20efeafa8fff957f3db46579ea2f249f11,1665.81,transfer,Asia,36.237,8,16,2.17,moderate_risk,new,random
1789225652,0x134c397c528242f3e4dd528e9cdf8b0e78379037,0x5e7fb3925e929ebc561625ef5ea6aa19af25fef2,3689.05,purchase,Asia,188.237,1,7,14.39,high_risk,established,random
1789231829,0xc697da319dcb518e4b947d6d7bbe62435619fe77,0x84061f9a63867d26a10c8e9bf2630a888c461305,2463.75,purchase,Europe,17.18,10,53,86.61,low_risk,established,random
1789284146,0xbe2a41c8d04d586076ecc1f825754dde7ea68361,0xdf3ca6230e80eaa1b705f42adc8d55f38cde0243,66.49,phishing,North America,188.253,7,50,37.01,high_risk,veteran,random
1789225799,0x89e865df6fb4e259382b2e4dc833a8ed27099aa8,0x571aad5de8b0cf3a1a85bf3a85d9f56b695ba4b6,844.48,transfer,Africa,50.248,1,34,2.59,moderate_risk,veteran,random
1789284138,0x95151b3e2ad7b876a82c8cb35e12c526eec646d0,0x6cc6f0918e49b0506de367cf2e9f16a20f78b8a2,259.63,scam,Europe,192.149,10,97,51.14,moderate_risk,established,focused
1789234407,0x63111618511560a47ef385c8965ad0a4ada385d4,0x47cc99599300f039054af15091533e63e5eb23ca,3650.28,scam,South America,126.17,3,21,61.01,moderate_risk,veteran,focused
1789269329,0x6aeb92ef30c9c7db08af92acb8eb03995eebcf0a,0xaec6b193d3928128b537cf555c78fda570f056e1,1887.15,transfer,Asia,49.84,9,84,10.62,high_risk,established,high_value
1789298847,0x6b55b220419934a1db7484220b2e414a2d8f9916,0xdd4b368cfdc91ccb363fa7c72d7ce7acb9f07ae4,2490.69,purchase,South America,180.103,1,14,44.78,high_risk,veteran,random
1789296979,0xe289cb75f9f2c7aaa3943d30e9842cda6c534897,0xe80e633c008b2dcb51650533a018ae3e698a6973,4513.27,scam,Asia,66.243,1,63,64.42,low_risk,veteran,focused
1789243612,0xd284f8d098756b976c5e75c5efd1c0cf85a2ad00,0x2d0017002fc8e290ef462dd4d86734292f4864d5,2608.93,transfer,North America,164.119,4,113,65.6,low_risk,new,random
1789257852,0x909f89f010c97ee3bc50cdbad1b7e11fd220e35b,0x0d422c3892464c7d81222f4f0424292fdacd2a9d,3944.8,transfer,Asia,60.247,6,29,34.98,low_risk,established,focused
1789234734,0xd9411175742f9879a90efd6c746e1399e6d2cdc1,0xb07f2a02f04787b32e52260b3dcc1396d210540f,1691.97,transfer,Africa,110.162,2,52,75.7,moderate_risk,established,random
1789247210,0x582c8d610d2aaf88240deb286df723ff578ee7a6,0x59c7d4ed51c38cb7b5ee1a04d35e53d18c3de54f,1559.8,sale,North America,23.68,9,48,2.4,low_risk,new,focused
1789304872,0x4bc1c1e28b94e8ac530ac49819499ed380a5776f,0x0760c5ae593b90ecfe985dd9949ee1f3a2f008ca,1886.85,transfer,South America,153.11,5,85,49.11,low_risk,established,random
1789238526,0xba05d2965e1ac1250eb013427c1e634559ce6d82,0x84756d7afa2eb74d7e5fbc69259fd6e1f77e377b,3427.36,purchase,North America,186.161,4,65,33.63,low_risk,veteran,high_value
1789251976,0xdd7467c320094355f8cd13b9d79a1a83db3b9437,0x6ba528cd59e19cce1ed2bc3b046213653d5d7c5a,4866.01,phishing,Africa,129.243,1,58,38.99,moderate_risk,established,focused
1789255917,0x716fdfb37c2619973dff431de3ce94cc32b20733,0xb3f932965584ed1f652fefc4fd2192cb56cfd802,3608.17,scam,Asia,22.10,9,71,27.89,low_risk,established,focused
1789302053,0xb2395f2bca657252e87ddd22ccfaeaacd41812c5,0xd4f96014cfa0c137f5b61befa3ce10e0e1e00697,4016.62,sale,North America,62.250,9,78,71.46,high_risk,established,focused
1789258963,0xe948c778a4c254868f2f9acfe84e6b447311baaf,0xe1eab4b207633c259f694501f01c621346a2fc92,1789.43,scam,North America,73.137,2,118,37.43,high_risk,veteran,focused
1789254947,0x340ba4b7db93eb2f0c7313dda2779762340b290c,0x04e9e2af1d1f5d56585e6e130cb964b0c035d9eb,611.55,phishing,Europe,41.149,7,56,60.51,low_risk,veteran,high_value
1789278093,0x04ff9d65b8da680a16b306056355b12876fcaeb2,0xf07d201dcdb5c36092da662756b696142e1af0b1,3119.0,phishing,Asia,144.23,6,86,46.38,moderate_risk,established,high_value
1789255157,0xc684ee610c7a0dc8546b6a2411de491d53f4cefd,0xba7209368184cffac830c9bcdd009fd3ee4f21ef,3868.8,scam,Africa,70.162,2,102,32.25,high_risk,new,random
1789247644,0xceecb9430151dec1a3a6fea1e330bb6a43c3dd82,0x0306f23d6a996d67f19c0ab918a5b4e66b8db77d,216.78,scam,Africa,113.12,7,77,26.31,high_risk,veteran,high_value
1789304002,0x498fc8e583aa29b4a79e04340ee6d6f9f899d0fd,0xd7c1323d5adf222629f23b88e6882ef008e7b9b2,4815.31,purchase,Europe,184.131,5,109,2.08,low_risk,established,focused
1789310854,0x51410df0760b4dd6767c064c283f329f4d5c040e,0x6974f55d579a4b45d60498edfa12cf98eecffe64,266.91,transfer,Asia,123.48,1,85,33.69,low_risk,veteran,focused
1789250770,0xfc3b9afd7ad51e6d7384d8adf04aa391f2fb6e45,0x78784a28fe1445fb4fcedbccaede151161d2197e,4737.56,sale,Africa,184.70,10,77,3.53,moderate_risk,veteran,high_value
1789291490,0x475cf91977ab43e31a51a3623ee9a7423d9da66c,0x1c5a83fe33cac499be34ebc4802d32b3deab3111,2686.04,scam,Europe,65.170,6,33,84.87,high_risk,new,random
1789268557,0xde544ce500fb4b887dd4f06b4d39ebaa3726dd84,0x01672e64fb45234e64dcf55bd633782ec28b8c34,4801.68,phishing,Europe,173.83,2,22,33.82,low_risk,established,random
1789285289,0x4742890f9572a4f3c40bbe2d7db927b4fd450a14,0x9694f4ff7d3353b910ac2b44842f5e84db93f1a9,4921.13,sale,Asia,59.176,4,94,90.02,low_risk,established,random
1789252190,0x23d4902923095f5b400ef805087c5f1105f38c56,0x1bf1c85649d2ee241093dd56094be5a433829f33,168.42,transfer,Asia,60.25,9,82,44.9,moderate_risk,new,random
1789310633,0xbbfdc270f226207ab8f80a9ff796a545bfcb9324,0x6d4a5e955b5d5ec0b2d45c97971ec12a2645c5fc,280.76,phishing,North America,140.177,7,106,13.63,moderate_risk,veteran,random
1789264386,0xa0f7e2409ca6ecc8fa62b0d4d277b15eb8187436,0x9b957e8abc9f9c616d90ee1aa00ab9826a5802bd,3357.86,sale,Africa,89.166,9,50,17.1,low_risk,new,random
1789266813,0x50455e362f852d4b70d2e30cf53139d3b274b4a3,0x7616dfe0591632e949fe9f147f2069e088a2fa78,3398.05,transfer,North America,118.43,5,23,62.44,high_risk,veteran,high_value
1789279564,0xe796cf86875385bcb980378274c9cef87a284cc8,0xb5a3a54b028d15662865e1a82c4ac57e4068039f,2942.63,scam,Europe,174.233,7,41,4.07,low_risk,new,high_value
1789271840,0x7340bbb35f4bd354a1970c739669b1ef6327db89,0xf43d53487d94ea8a061c051bbd6333edf0b62dc6,2186.77,phishing,Africa,103.245,3,16,37.58,high_risk,veteran,high_value
1789219563,0xcaea2a6c4b76d50bad6f4e43d3d9c56ae82b47c7,0xf7f5d677b92f3fa5544cbed2ec15205d02cb2bb4,3110.17,purchase,North America,182.7,9,90,13.84,low_risk,new,random
1789295440,0xbbde557b94c15c7b2ef0e3e84a65c8f6d06c1a38,0x5d81545cfa4516ee5578c0226e263b87d4f353f1,2996.12,scam,Africa,31.178,8,29,66.7,low_risk,established,high_value
1789272111,0x79af53ff3820ec301959084859c9d963b676c285,0x2d39fe802001e54a49fa7cf4155db703ac5b9c96,2214.38,purchase,South America,78.201,10,117,13.94,high_risk,new,focused
1789282714,0x2bc53fde9253e1f526d1584821369dea3d7d2c45,0x05444ce46436c747f81f2ab5ed7df6538b0bdf7e,3006.13,sale,Europe,84.132,1,67,66.12,high_risk,established,random
1789247757,0xd2bf9e2a661fffc09f8ca8f4876c8dff0309f104,0x6e9de2096acde2003677f1364d523a91ad4e618f,2653.73,phishing,Africa,179.146,2,23,38.61,low_risk,established,high_value
1789274078,0xd13e29bbe81c1e5e3b0f8a2d01fe4f67bd5beabb,0x43583db0d62162ac15c3bcbdfc81d42b535e51ad,4308.82,scam,South America,188.127,2,31,5.87,moderate_risk,veteran,high_value
1789243769,0x6fdf046eabe90d9546d4a1db5b37e100ae1cae51,0x999e120798abaaea3ae22533cec7587a221fa27a,81.46,transfer,Europe,139.8,0,49,56.08,high_risk,new,focused
1789219581,0x72466f838e25eb83a1669c90c154f0cbf75cfebd,0xbd58d336b9a9ce899b0719c283edfb61ae3ec261,260.64,purchase,North America,111.181,6,79,65.68,high_risk,established,random
1789292145,0x963e82d4ad589a49f53622f5230884bb73784a70,0x943ca63d219006b08d0d407e8e47d5b62e921bf1,4192.47,phishing,North America,50.28,7,103,84.09,high_risk,veteran,focused
1789252371,0xa3c83eb46709514a760520f569a44170e206df7f,0x9ff82ad450912a3407e138eb4cf834a1e095e1af,254.94,scam,Europe,170.55,3,27,18.01,low_risk,established,high_value
1789303092,0x11237b7a71f1a1b9716febc5494de094d6da6f18,0x9a4333eb00d1df9630f5a14509bf2f16c39ff157,2083.86,phishing,Asia,48.243,7,55,89.39,moderate_risk,veteran,focused
1789264759,0x07a0f07d209b32fae5c37d934919c05313ab3cd8,0x2d5e945354a9ca8f0ee9e95b9058473643cc6b5c,4495.54,transfer,North America,174.82,5,44,47.35,low_risk,veteran,random
1789213396,0xd7144aa0523c7a4296d314f2596bf0f173a17895,0xeb904fadd4454f6c9790cd785892015e1ecb6c80,3981.31,purchase,Europe,122.131,3,88,75.55,low_risk,established,random
1789219140,0xf4a2327e998d53e65d04c1908d1c8909b1fb9cd0,0x9204bddd46ec1486b3272746a2b70e814c632a5a,2737.62,scam,Europe,139.102,4,28,24.61,high_risk,new,focused
1789228862,0xb1eb6b92593fd9ee07342c8009165386ddb90345,0x2ab51e6d7e85f46645ae7e3fd054a802b4e95692,4379.0,transfer,Europe,22.82,10,91,55.18,high_risk,new,focused
1789307428,0xeab5ea01eb513d081ced6a19006907fcb4547625,0x4c51fb3dd5dd5d7b329d8d1b9480a10113ef8e97,4297.51,sale,Europe,139.90,2,29,88.73,high_risk,veteran,random
1789259575,0x54fc628acf88b01058ac78346761ab35a65526b6,0xcfc864f18b36440aaed6501de5ff2c2fc05547af,4123.34,transfer,Africa,50.205,6,17,67.23,moderate_risk,established,high_value
1789306614,0x701067386820389584c420efd5ba229152b74830,0x8e828dc9a25775bcd114623e2b3ca326d88af87a,4328.45,transfer,Europe,111.51,6,46,91.56,low_risk,established,focused
1789212508,0x0ca05183b42da5cdc0199ee68cc32838ddd046a9,0x6e2534a53c9e917b8ce849587f0768c370c8854f,2329.26,scam,South America,115.1,3,24,39.1,moderate_risk,established,focused
1789285810,0xec3fa99079bdf3a2e9c355e6f234adbabd1dd2d9,0x6f8c8ae55957d7aeab9e645fa23b6374761834fc,3498.67,scam,North America,153.180,5,48,6.83,moderate_risk,established,high_value
